scheme,set,category,pk,ct,rtt_ms,trial,seconds
McEliece,mceliece348864,1,261120,96,50,21,0.301540
McEliece,mceliece348864,1,261120,96,50,22,0.301683
McEliece,mceliece348864,1,261120,96,50,23,0.302249
McEliece,mceliece348864,1,261120,96,50,24,0.301645
McEliece,mceliece348864,1,261120,96,50,25,0.301775
McEliece,mceliece348864,1,261120,96,50,26,0.302070
McEliece,mceliece348864,1,261120,96,50,27,0.302012
McEliece,mceliece348864,1,261120,96,50,28,0.301817
McEliece,mceliece348864,1,261120,96,50,29,0.302090
McEliece,mceliece460896,3,524160,156,50,0,0.503595
McEliece,mceliece460896,3,524160,156,50,1,0.402630
McEliece,mceliece460896,3,524160,156,50,2,0.502726
McEliece,mceliece460896,3,524160,156,50,3,0.452314
McEliece,mceliece460896,3,524160,156,50,4,0.502789
McEliece,mceliece460896,3,524160,156,50,5,0.452774
McEliece,mceliece460896,3,524160,156,50,6,0.503145
McEliece,mceliece460896,3,524160,156,50,7,0.502764
McEliece,mceliece460896,3,524160,156,50,8,0.502897
McEliece,mceliece460896,3,524160,156,50,9,0.453056
McEliece,mceliece460896,3,524160,156,50,10,0.502920
McEliece,mceliece460896,3,524160,156,50,11,0.502885
McEliece,mceliece460896,3,524160,156,50,12,0.452581
McEliece,mceliece460896,3,524160,156,50,13,0.502684
McEliece,mceliece460896,3,524160,156,50,14,0.452912
McEliece,mceliece460896,3,524160,156,50,15,0.503060
McEliece,mceliece460896,3,524160,156,50,16,0.502628
McEliece,mceliece460896,3,524160,156,50,17,0.402271
McEliece,mceliece460896,3,524160,156,50,18,0.503102
McEliece,mceliece460896,3,524160,156,50,19,0.502785
McEliece,mceliece460896,3,524160,156,50,20,0.503389
McEliece,mceliece460896,3,524160,156,50,21,0.402527
McEliece,mceliece460896,3,524160,156,50,22,0.502859
McEliece,mceliece460896,3,524160,156,50,23,0.402992
McEliece,mceliece460896,3,524160,156,50,24,0.503095
McEliece,mceliece460896,3,524160,156,50,25,0.503207
McEliece,mceliece460896,3,524160,156,50,26,0.452708
McEliece,mceliece460896,3,524160,156,50,27,0.503230
McEliece,mceliece460896,3,524160,156,50,28,0.452988
McEliece,mceliece460896,3,524160,156,50,29,0.502528
McEliece,mceliece8192128,5,1357824,208,50,0,0.956596
McEliece,mceliece8192128,5,1357824,208,50,1,0.556948
McEliece,mceliece8192128,5,1357824,208,50,2,0.907934
McEliece,mceliece8192128,5,1357824,208,50,3,0.956800
McEliece,mceliece8192128,5,1357824,208,50,4,0.954159
McEliece,mceliece8192128,5,1357824,208,50,5,0.855528
McEliece,mceliece8192128,5,1357824,208,50,6,0.856637
McEliece,mceliece8192128,5,1357824,208,50,7,0.707661
McEliece,mceliece8192128,5,1357824,208,50,8,0.958601
McEliece,mceliece8192128,5,1357824,208,50,9,0.706812
McEliece,mceliece8192128,5,1357824,208,50,10,0.705633
McEliece,mceliece8192128,5,1357824,208,50,11,0.906077
McEliece,mceliece8192128,5,1357824,208,50,12,0.957349
McEliece,mceliece8192128,5,1357824,208,50,13,0.705317
McEliece,mceliece8192128,5,1357824,208,50,14,0.906736
McEliece,mceliece8192128,5,1357824,208,50,15,0.654792
McEliece,mceliece8192128,5,1357824,208,50,16,0.855841
McEliece,mceliece8192128,5,1357824,208,50,17,0.855675
McEliece,mceliece8192128,5,1357824,208,50,18,0.906803
McEliece,mceliece8192128,5,1357824,208,50,19,0.655944
McEliece,mceliece8192128,5,1357824,208,50,20,0.656233
McEliece,mceliece8192128,5,1357824,208,50,21,0.607243
McEliece,mceliece8192128,5,1357824,208,50,22,0.907640
McEliece,mceliece8192128,5,1357824,208,50,23,1.007636
McEliece,mceliece8192128,5,1357824,208,50,24,0.956898
McEliece,mceliece8192128,5,1357824,208,50,25,0.756724
McEliece,mceliece8192128,5,1357824,208,50,26,0.757072
McEliece,mceliece8192128,5,1357824,208,50,27,0.806391
McEliece,mceliece8192128,5,1357824,208,50,28,1.007858
McEliece,mceliece8192128,5,1357824,208,50,29,0.906382
ML-KEM,ML-KEM-512,1,800,768,100,0,0.201207
ML-KEM,ML-KEM-512,1,800,768,100,1,0.200900
ML-KEM,ML-KEM-512,1,800,768,100,2,0.200996
ML-KEM,ML-KEM-512,1,800,768,100,3,0.200597
ML-KEM,ML-KEM-512,1,800,768,100,4,0.200804
ML-KEM,ML-KEM-512,1,800,768,100,5,0.200896
ML-KEM,ML-KEM-512,1,800,768,100,6,0.201020
ML-KEM,ML-KEM-512,1,800,768,100,7,0.201275
ML-KEM,ML-KEM-512,1,800,768,100,8,0.200942
ML-KEM,ML-KEM-512,1,800,768,100,9,0.200812
ML-KEM,ML-KEM-512,1,800,768,100,10,0.200708
ML-KEM,ML-KEM-512,1,800,768,100,11,0.200857
ML-KEM,ML-KEM-512,1,800,768,100,12,0.200729
ML-KEM,ML-KEM-512,1,800,768,100,13,0.200699
ML-KEM,ML-KEM-512,1,800,768,100,14,0.200644
ML-KEM,ML-KEM-512,1,800,768,100,15,0.200627
ML-KEM,ML-KEM-512,1,800,768,100,16,0.200725
ML-KEM,ML-KEM-512,1,800,768,100,17,0.200925
ML-KEM,ML-KEM-512,1,800,768,100,18,0.201517
ML-KEM,ML-KEM-512,1,800,768,100,19,0.201189
ML-KEM,ML-KEM-512,1,800,768,100,20,0.201033
ML-KEM,ML-KEM-512,1,800,768,100,21,0.200760
ML-KEM,ML-KEM-512,1,800,768,100,22,0.200613
ML-KEM,ML-KEM-512,1,800,768,100,23,0.200809
ML-KEM,ML-KEM-512,1,800,768,100,24,0.200867
ML-KEM,ML-KEM-512,1,800,768,100,25,0.200844
ML-KEM,ML-KEM-512,1,800,768,100,26,0.200836
ML-KEM,ML-KEM-512,1,800,768,100,27,0.200860
ML-KEM,ML-KEM-512,1,800,768,100,28,0.200712
ML-KEM,ML-KEM-512,1,800,768,100,29,0.200856
ML-KEM,ML-KEM-768,3,1184,1088,100,0,0.201094
ML-KEM,ML-KEM-768,3,1184,1088,100,1,0.201066
ML-KEM,ML-KEM-768,3,1184,1088,100,2,0.200972
ML-KEM,ML-KEM-768,3,1184,1088,100,3,0.200837
ML-KEM,ML-KEM-768,3,1184,1088,100,4,0.201078
ML-KEM,ML-KEM-768,3,1184,1088,100,5,0.201020
ML-KEM,ML-KEM-768,3,1184,1088,100,6,0.201022
ML-KEM,ML-KEM-768,3,1184,1088,100,7,0.200659
ML-KEM,ML-KEM-768,3,1184,1088,100,8,0.200714
ML-KEM,ML-KEM-768,3,1184,1088,100,9,0.200769
ML-KEM,ML-KEM-768,3,1184,1088,100,10,0.200739
ML-KEM,ML-KEM-768,3,1184,1088,100,11,0.200750
ML-KEM,ML-KEM-768,3,1184,1088,100,12,0.200814
ML-KEM,ML-KEM-768,3,1184,1088,100,13,0.200931
ML-KEM,ML-KEM-768,3,1184,1088,100,14,0.200766
ML-KEM,ML-KEM-768,3,1184,1088,100,15,0.200729
ML-KEM,ML-KEM-768,3,1184,1088,100,16,0.200971
ML-KEM,ML-KEM-768,3,1184,1088,100,17,0.200833
ML-KEM,ML-KEM-768,3,1184,1088,100,18,0.201337
ML-KEM,ML-KEM-768,3,1184,1088,100,19,0.201327
ML-KEM,ML-KEM-768,3,1184,1088,100,20,0.201094
ML-KEM,ML-KEM-768,3,1184,1088,100,21,0.201168
ML-KEM,ML-KEM-768,3,1184,1088,100,22,0.201023
ML-KEM,ML-KEM-768,3,1184,1088,100,23,0.201527
ML-KEM,ML-KEM-768,3,1184,1088,100,24,0.200904
ML-KEM,ML-KEM-768,3,1184,1088,100,25,0.200987
ML-KEM,ML-KEM-768,3,1184,1088,100,26,0.200995
ML-KEM,ML-KEM-768,3,1184,1088,100,27,0.201070
ML-KEM,ML-KEM-768,3,1184,1088,100,28,0.200972
ML-KEM,ML-KEM-768,3,1184,1088,100,29,0.201070
ML-KEM,ML-KEM-1024,5,1568,1568,100,0,0.201492
ML-KEM,ML-KEM-1024,5,1568,1568,100,1,0.201393
ML-KEM,ML-KEM-1024,5,1568,1568,100,2,0.201471
ML-KEM,ML-KEM-1024,5,1568,1568,100,3,0.200921
ML-KEM,ML-KEM-1024,5,1568,1568,100,4,0.201366
ML-KEM,ML-KEM-1024,5,1568,1568,100,5,0.200911
ML-KEM,ML-KEM-1024,5,1568,1568,100,6,0.200979
ML-KEM,ML-KEM-1024,5,1568,1568,100,7,0.200904
ML-KEM,ML-KEM-1024,5,1568,1568,100,8,0.200838
ML-KEM,ML-KEM-1024,5,1568,1568,100,9,0.200831
ML-KEM,ML-KEM-1024,5,1568,1568,100,10,0.200950
ML-KEM,ML-KEM-1024,5,1568,1568,100,11,0.201036
ML-KEM,ML-KEM-1024,5,1568,1568,100,12,0.200741
ML-KEM,ML-KEM-1024,5,1568,1568,100,13,0.200812
ML-KEM,ML-KEM-1024,5,1568,1568,100,14,0.200914
ML-KEM,ML-KEM-1024,5,1568,1568,100,15,0.200801
ML-KEM,ML-KEM-1024,5,1568,1568,100,16,0.201033
ML-KEM,ML-KEM-1024,5,1568,1568,100,17,0.200883
ML-KEM,ML-KEM-1024,5,1568,1568,100,18,0.200983
ML-KEM,ML-KEM-1024,5,1568,1568,100,19,0.201051
ML-KEM,ML-KEM-1024,5,1568,1568,100,20,0.200954
ML-KEM,ML-KEM-1024,5,1568,1568,100,21,0.201085
ML-KEM,ML-KEM-1024,5,1568,1568,100,22,0.201017
ML-KEM,ML-KEM-1024,5,1568,1568,100,23,0.201083
ML-KEM,ML-KEM-1024,5,1568,1568,100,24,0.201085
ML-KEM,ML-KEM-1024,5,1568,1568,100,25,0.201168
ML-KEM,ML-KEM-1024,5,1568,1568,100,26,0.201018
ML-KEM,ML-KEM-1024,5,1568,1568,100,27,0.201031
ML-KEM,ML-KEM-1024,5,1568,1568,100,28,0.201314
ML-KEM,ML-KEM-1024,5,1568,1568,100,29,0.201071
NTRU,ntruhps2048677,1,930,930,100,0,0.201155
NTRU,ntruhps2048677,1,930,930,100,1,0.200972
NTRU,ntruhps2048677,1,930,930,100,2,0.201024
NTRU,ntruhps2048677,1,930,930,100,3,0.200663
NTRU,ntruhps2048677,1,930,930,100,4,0.200833
NTRU,ntruhps2048677,1,930,930,100,5,0.201001
NTRU,ntruhps2048677,1,930,930,100,6,0.200621
NTRU,ntruhps2048677,1,930,930,100,7,0.200813
NTRU,ntruhps2048677,1,930,930,100,8,0.200819
NTRU,ntruhps2048677,1,930,930,100,9,0.200680
NTRU,ntruhps2048677,1,930,930,100,10,0.200864
NTRU,ntruhps2048677,1,930,930,100,11,0.200977
NTRU,ntruhps2048677,1,930,930,100,12,0.200995
NTRU,ntruhps2048677,1,930,930,100,13,0.200489
NTRU,ntruhps2048677,1,930,930,100,14,0.200601
NTRU,ntruhps2048677,1,930,930,100,15,0.200945
NTRU,ntruhps2048677,1,930,930,100,16,0.200805
NTRU,ntruhps2048677,1,930,930,100,17,0.200864
NTRU,ntruhps2048677,1,930,930,100,18,0.200856
NTRU,ntruhps2048677,1,930,930,100,19,0.200857
NTRU,ntruhps2048677,1,930,930,100,20,0.200915
NTRU,ntruhps2048677,1,930,930,100,21,0.201104
NTRU,ntruhps2048677,1,930,930,100,22,0.200844
NTRU,ntruhps2048677,1,930,930,100,23,0.200757
NTRU,ntruhps2048677,1,930,930,100,24,0.200891
NTRU,ntruhps2048677,1,930,930,100,25,0.200917
NTRU,ntruhps2048677,1,930,930,100,26,0.200997
NTRU,ntruhps2048677,1,930,930,100,27,0.200967
NTRU,ntruhps2048677,1,930,930,100,28,0.201010
NTRU,ntruhps2048677,1,930,930,100,29,0.201002
NTRU,ntruhps4096821,3,1230,1230,100,0,0.201005
NTRU,ntruhps4096821,3,1230,1230,100,1,0.201237
NTRU,ntruhps4096821,3,1230,1230,100,2,0.201053
NTRU,ntruhps4096821,3,1230,1230,100,3,0.201002
NTRU,ntruhps4096821,3,1230,1230,100,4,0.200845
NTRU,ntruhps4096821,3,1230,1230,100,5,0.201023
NTRU,ntruhps4096821,3,1230,1230,100,6,0.200939
NTRU,ntruhps4096821,3,1230,1230,100,7,0.201049
NTRU,ntruhps4096821,3,1230,1230,100,8,0.201217
NTRU,ntruhps4096821,3,1230,1230,100,9,0.201315
NTRU,ntruhps4096821,3,1230,1230,100,10,0.201314
NTRU,ntruhps4096821,3,1230,1230,100,11,0.201180
NTRU,ntruhps4096821,3,1230,1230,100,12,0.201370
NTRU,ntruhps4096821,3,1230,1230,100,13,0.201042
NTRU,ntruhps4096821,3,1230,1230,100,14,0.200868
NTRU,ntruhps4096821,3,1230,1230,100,15,0.201136
NTRU,ntruhps4096821,3,1230,1230,100,16,0.200787
NTRU,ntruhps4096821,3,1230,1230,100,17,0.200967
NTRU,ntruhps4096821,3,1230,1230,100,18,0.201018
NTRU,ntruhps4096821,3,1230,1230,100,19,0.200909
NTRU,ntruhps4096821,3,1230,1230,100,20,0.200958
NTRU,ntruhps4096821,3,1230,1230,100,21,0.201169
NTRU,ntruhps4096821,3,1230,1230,100,22,0.201195
NTRU,ntruhps4096821,3,1230,1230,100,23,0.201114
NTRU,ntruhps4096821,3,1230,1230,100,24,0.200853
NTRU,ntruhps4096821,3,1230,1230,100,25,0.200562
NTRU,ntruhps4096821,3,1230,1230,100,26,0.200869
NTRU,ntruhps4096821,3,1230,1230,100,27,0.200806
NTRU,ntruhps4096821,3,1230,1230,100,28,0.200857
NTRU,ntruhps4096821,3,1230,1230,100,29,0.200949
HQC,HQC-1,1,2241,4433,100,0,0.201031
HQC,HQC-1,1,2241,4433,100,1,0.201144
HQC,HQC-1,1,2241,4433,100,2,0.200867
HQC,HQC-1,1,2241,4433,100,3,0.200844
HQC,HQC-1,1,2241,4433,100,4,0.200943
HQC,HQC-1,1,2241,4433,100,5,0.200858
HQC,HQC-1,1,2241,4433,100,6,0.200801
HQC,HQC-1,1,2241,4433,100,7,0.200967
HQC,HQC-1,1,2241,4433,100,8,0.201335
HQC,HQC-1,1,2241,4433,100,9,0.200825
HQC,HQC-1,1,2241,4433,100,10,0.200916
HQC,HQC-1,1,2241,4433,100,11,0.200952
HQC,HQC-1,1,2241,4433,100,12,0.200940
HQC,HQC-1,1,2241,4433,100,13,0.200922
HQC,HQC-1,1,2241,4433,100,14,0.201053
HQC,HQC-1,1,2241,4433,100,15,0.201353
HQC,HQC-1,1,2241,4433,100,16,0.201008
HQC,HQC-1,1,2241,4433,100,17,0.201364
HQC,HQC-1,1,2241,4433,100,18,0.201265
HQC,HQC-1,1,2241,4433,100,19,0.201007
HQC,HQC-1,1,2241,4433,100,20,0.201330
HQC,HQC-1,1,2241,4433,100,21,0.201008
HQC,HQC-1,1,2241,4433,100,22,0.200745
HQC,HQC-1,1,2241,4433,100,23,0.201140
HQC,HQC-1,1,2241,4433,100,24,0.200923
HQC,HQC-1,1,2241,4433,100,25,0.201597
HQC,HQC-1,1,2241,4433,100,26,0.201095
HQC,HQC-1,1,2241,4433,100,27,0.200949
HQC,HQC-1,1,2241,4433,100,28,0.201041
HQC,HQC-1,1,2241,4433,100,29,0.200907
HQC,HQC-3,3,4514,8978,100,0,0.201146
HQC,HQC-3,3,4514,8978,100,1,0.201100
HQC,HQC-3,3,4514,8978,100,2,0.201099
HQC,HQC-3,3,4514,8978,100,3,0.201073
HQC,HQC-3,3,4514,8978,100,4,0.200938
HQC,HQC-3,3,4514,8978,100,5,0.200733
HQC,HQC-3,3,4514,8978,100,6,0.200923
HQC,HQC-3,3,4514,8978,100,7,0.201021
HQC,HQC-3,3,4514,8978,100,8,0.200901
HQC,HQC-3,3,4514,8978,100,9,0.201148
HQC,HQC-3,3,4514,8978,100,10,0.200613
HQC,HQC-3,3,4514,8978,100,11,0.200857
HQC,HQC-3,3,4514,8978,100,12,0.201164
HQC,HQC-3,3,4514,8978,100,13,0.201039
HQC,HQC-3,3,4514,8978,100,14,0.200876
HQC,HQC-3,3,4514,8978,100,15,0.201392
HQC,HQC-3,3,4514,8978,100,16,0.201001
HQC,HQC-3,3,4514,8978,100,17,0.201036
HQC,HQC-3,3,4514,8978,100,18,0.201191
HQC,HQC-3,3,4514,8978,100,19,0.201222
HQC,HQC-3,3,4514,8978,100,20,0.201019
HQC,HQC-3,3,4514,8978,100,21,0.201098
HQC,HQC-3,3,4514,8978,100,22,0.201091
HQC,HQC-3,3,4514,8978,100,23,0.201134
HQC,HQC-3,3,4514,8978,100,24,0.201520
HQC,HQC-3,3,4514,8978,100,25,0.201016
HQC,HQC-3,3,4514,8978,100,26,0.201292
HQC,HQC-3,3,4514,8978,100,27,0.201225
HQC,HQC-3,3,4514,8978,100,28,0.201348
HQC,HQC-3,3,4514,8978,100,29,0.201277
HQC,HQC-5,5,7237,14421,100,0,0.201409
HQC,HQC-5,5,7237,14421,100,1,0.201213
HQC,HQC-5,5,7237,14421,100,2,0.201148
HQC,HQC-5,5,7237,14421,100,3,0.201373
HQC,HQC-5,5,7237,14421,100,4,0.201252
HQC,HQC-5,5,7237,14421,100,5,0.201136
HQC,HQC-5,5,7237,14421,100,6,0.201094
HQC,HQC-5,5,7237,14421,100,7,0.201015
HQC,HQC-5,5,7237,14421,100,8,0.201068
HQC,HQC-5,5,7237,14421,100,9,0.201184
HQC,HQC-5,5,7237,14421,100,10,0.201228
HQC,HQC-5,5,7237,14421,100,11,0.201248
HQC,HQC-5,5,7237,14421,100,12,0.201095
HQC,HQC-5,5,7237,14421,100,13,0.201373
HQC,HQC-5,5,7237,14421,100,14,0.201098
HQC,HQC-5,5,7237,14421,100,15,0.201036
HQC,HQC-5,5,7237,14421,100,16,0.201228
HQC,HQC-5,5,7237,14421,100,17,0.201243
HQC,HQC-5,5,7237,14421,100,18,0.201502
HQC,HQC-5,5,7237,14421,100,19,0.201165
HQC,HQC-5,5,7237,14421,100,20,0.201056
HQC,HQC-5,5,7237,14421,100,21,0.201797
HQC,HQC-5,5,7237,14421,100,22,0.201179
HQC,HQC-5,5,7237,14421,100,23,0.201297
HQC,HQC-5,5,7237,14421,100,24,0.201026
HQC,HQC-5,5,7237,14421,100,25,0.200948
HQC,HQC-5,5,7237,14421,100,26,0.201257
HQC,HQC-5,5,7237,14421,100,27,0.201088
HQC,HQC-5,5,7237,14421,100,28,0.201342
HQC,HQC-5,5,7237,14421,100,29,0.201110
McEliece,mceliece348864,1,261120,96,100,0,0.602806
McEliece,mceliece348864,1,261120,96,100,1,0.602109
McEliece,mceliece348864,1,261120,96,100,2,0.602106
McEliece,mceliece348864,1,261120,96,100,3,0.602260
McEliece,mceliece348864,1,261120,96,100,4,0.602160
McEliece,mceliece348864,1,261120,96,100,5,0.602070
McEliece,mceliece348864,1,261120,96,100,6,0.602121
McEliece,mceliece348864,1,261120,96,100,7,0.602139
McEliece,mceliece348864,1,261120,96,100,8,0.602104
McEliece,mceliece348864,1,261120,96,100,9,0.602428
McEliece,mceliece348864,1,261120,96,100,10,0.602306
McEliece,mceliece348864,1,261120,96,100,11,0.602473
McEliece,mceliece348864,1,261120,96,100,12,0.602498
McEliece,mceliece348864,1,261120,96,100,13,0.602375
McEliece,mceliece348864,1,261120,96,100,14,0.602352
McEliece,mceliece348864,1,261120,96,100,15,0.601882
McEliece,mceliece348864,1,261120,96,100,16,0.602161
McEliece,mceliece348864,1,261120,96,100,17,0.602132
McEliece,mceliece348864,1,261120,96,100,18,0.602052
McEliece,mceliece348864,1,261120,96,100,19,0.602249
McEliece,mceliece348864,1,261120,96,100,20,0.602506
McEliece,mceliece348864,1,261120,96,100,21,0.601719
McEliece,mceliece348864,1,261120,96,100,22,0.601422
McEliece,mceliece348864,1,261120,96,100,23,0.601988
McEliece,mceliece348864,1,261120,96,100,24,0.602242
McEliece,mceliece348864,1,261120,96,100,25,0.602105
McEliece,mceliece348864,1,261120,96,100,26,0.602139
McEliece,mceliece348864,1,261120,96,100,27,0.602308
McEliece,mceliece348864,1,261120,96,100,28,0.602368
McEliece,mceliece348864,1,261120,96,100,29,0.601921
McEliece,mceliece460896,3,524160,156,100,0,1.003481
McEliece,mceliece460896,3,524160,156,100,1,0.802822
McEliece,mceliece460896,3,524160,156,100,2,0.902931
McEliece,mceliece460896,3,524160,156,100,3,1.002839
McEliece,mceliece460896,3,524160,156,100,4,1.003081
McEliece,mceliece460896,3,524160,156,100,5,0.903402
McEliece,mceliece460896,3,524160,156,100,6,1.003027
McEliece,mceliece460896,3,524160,156,100,7,1.002747
McEliece,mceliece460896,3,524160,156,100,8,0.902869
McEliece,mceliece460896,3,524160,156,100,9,0.802478
McEliece,mceliece460896,3,524160,156,100,10,0.902751
McEliece,mceliece460896,3,524160,156,100,11,0.903607
McEliece,mceliece460896,3,524160,156,100,12,0.903241
McEliece,mceliece460896,3,524160,156,100,13,0.901868
McEliece,mceliece460896,3,524160,156,100,14,1.001775
McEliece,mceliece460896,3,524160,156,100,15,1.001739
McEliece,mceliece460896,3,524160,156,100,16,1.001713
McEliece,mceliece460896,3,524160,156,100,17,1.001768
McEliece,mceliece460896,3,524160,156,100,18,1.001680
McEliece,mceliece460896,3,524160,156,100,19,0.901571
McEliece,mceliece460896,3,524160,156,100,20,0.800922
McEliece,mceliece460896,3,524160,156,100,21,0.900888
McEliece,mceliece460896,3,524160,156,100,22,0.800915
McEliece,mceliece460896,3,524160,156,100,23,1.002261
McEliece,mceliece460896,3,524160,156,100,24,1.002332
McEliece,mceliece460896,3,524160,156,100,25,0.802466
McEliece,mceliece460896,3,524160,156,100,26,0.902697
McEliece,mceliece460896,3,524160,156,100,27,0.903059
McEliece,mceliece460896,3,524160,156,100,28,0.903625
McEliece,mceliece460896,3,524160,156,100,29,1.003244
McEliece,mceliece8192128,5,1357824,208,100,0,1.307384
McEliece,mceliece8192128,5,1357824,208,100,1,1.307625
McEliece,mceliece8192128,5,1357824,208,100,2,1.305311
McEliece,mceliece8192128,5,1357824,208,100,3,1.406404
McEliece,mceliece8192128,5,1357824,208,100,4,1.206120
McEliece,mceliece8192128,5,1357824,208,100,5,1.404931
McEliece,mceliece8192128,5,1357824,208,100,6,1.402381
McEliece,mceliece8192128,5,1357824,208,100,7,1.804022
McEliece,mceliece8192128,5,1357824,208,100,8,1.106948
McEliece,mceliece8192128,5,1357824,208,100,9,1.507460
McEliece,mceliece8192128,5,1357824,208,100,10,1.706652
McEliece,mceliece8192128,5,1357824,208,100,11,1.405100
McEliece,mceliece8192128,5,1357824,208,100,12,1.307375
McEliece,mceliece8192128,5,1357824,208,100,13,1.808722
McEliece,mceliece8192128,5,1357824,208,100,14,1.609204
McEliece,mceliece8192128,5,1357824,208,100,15,1.407635
McEliece,mceliece8192128,5,1357824,208,100,16,1.606739
McEliece,mceliece8192128,5,1357824,208,100,17,1.606019
McEliece,mceliece8192128,5,1357824,208,100,18,1.405088
McEliece,mceliece8192128,5,1357824,208,100,19,1.205260
McEliece,mceliece8192128,5,1357824,208,100,20,1.305124
McEliece,mceliece8192128,5,1357824,208,100,21,1.305131
McEliece,mceliece8192128,5,1357824,208,100,22,1.305752
McEliece,mceliece8192128,5,1357824,208,100,23,1.407173
McEliece,mceliece8192128,5,1357824,208,100,24,1.307933
McEliece,mceliece8192128,5,1357824,208,100,25,1.506029
McEliece,mceliece8192128,5,1357824,208,100,26,1.206793
McEliece,mceliece8192128,5,1357824,208,100,27,1.506648
McEliece,mceliece8192128,5,1357824,208,100,28,1.304980
McEliece,mceliece8192128,5,1357824,208,100,29,1.205825
